ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
159,Lutut saya sakit sekali saat berjalan atau naik tangga.,keluhan_utama,sakit, , ,berat, ,lutut sakit sekali saat berjalan naik tangga,55,44,7
160,Tenggorokan saya sakit saat menelan sudah tiga hari ini.,keluhan_utama,sakit,3 hari,tenggorokan,sedang,ISPA,tenggorokan sakit saat menelan sudah tiga hari,56,46,7
161,Sudah seminggu ini kulit saya gatal-gatal dan muncul ruam merah.,keluhan_utama,"gatal,ruam",7 hari,kulit,sedang,Dermatitis,sudah seminggu kulit gatal gatal muncul ruam merah,64,50,8
162,"Saya merasa mual dan ingin muntah terus, terutama pagi hari.",keluhan_utama,"mual,muntah", , ,sedang,Gastritis,merasa mual muntah terus terutama pagi hari,60,43,7
163,"Dada saya terasa sesak dan sulit bernapas, terutama saat beraktivitas.",keluhan_utama,sesak, ,dada,sedang,ISPA,dada terasa sesak sulit bernapas terutama saat beraktivitas,70,59,8
164,"Tekanan darah saya tinggi sekali, pusing juga terasa berat!",keluhan_utama,pusing, , ,berat,Hipertensi,tekanan darah tinggi sekali pusing juga terasa berat,59,52,8
165,Perut saya nyeri ulu hati dan terasa perih setelah makan.,keluhan_utama,"nyeri,perih", ,ulu hati,sedang,Gastritis,perut nyeri ulu hati terasa perih setelah makan,57,47,8
166,Saya sering merasa cemas dan jantung berdebar-debar tanpa sebab.,keluhan_utama, , , ,sedang, ,sering merasa cemas jantung berdebar debar tanpa,64,48,7
167,Badan saya terasa lemas dan meriang sejak dua hari lalu.,keluhan_utama,lemas,2 hari, ,sedang,Diabetes,badan terasa lemas meriang sejak dua hari lalu,56,46,8
168,"Saya mengalami diare disertai mual sejak semalam, Dok.",keluhan_utama,"mual,diare",1 hari, ,sedang,Gastritis,mengalami diare disertai mual sejak semalam,54,43,6
169,Gatal-gatal di kulit saya semakin parah dalam seminggu terakhir!,keluhan_utama,gatal,7 hari,kulit,berat,Dermatitis,gatal gatal kulit semakin parah dalam seminggu terakhir,64,55,8
170,"Dada saya terasa sesak dan berat, terutama saat berbaring.",keluhan_utama,sesak, ,dada,sedang,ISPA,dada terasa sesak berat terutama saat berbaring,58,47,7
171,Sudah tiga hari ini saya susah tidur karena batuk berdahak.,keluhan_utama,batuk,3 hari, ,sedang,ISPA,sudah tiga hari susah tidur batuk berdahak,59,42,7
172,Pergelangan kaki saya bengkak dan terasa nyeri saat digerakkan.,keluhan_utama,"nyeri,bengkak", ,kaki,sedang, ,pergelangan kaki bengkak terasa nyeri saat digerakkan,63,53,7
173,Saya merasa sangat khawatir karena tekanan darah saya tinggi terus.,keluhan_utama, , , ,berat, ,merasa sangat khawatir tekanan darah tinggi terus,67,49,7
174,Pandangan saya kabur dan berkunang-kunang beberapa hari ini.,keluhan_utama,berkunang,3 hari, ,sedang,Hipertensi,pandangan kabur berkunang kunang beberapa hari,60,46,6
175,"Kepala saya sakit sekali, rasanya seperti ditusuk-tusuk di bagian belakang.",keluhan_utama,sakit, ,kepala,berat, ,kepala sakit sekali rasanya ditusuk tusuk bagian belakang,75,57,8
176,Saya demam tinggi dan menggigil dari tadi pagi.,keluhan_utama,demam, , ,sedang,Demam_Typhoid,demam tinggi menggigil tadi pagi,47,32,5
177,Sakit kepala saya terasa berdenyut-denyut di bagian belakang.,keluhan_utama,sakit, ,kepala,sedang, ,sakit kepala terasa berdenyut denyut bagian belakang,61,52,7
178,Saya merasa mual dan ingin muntah sejak tadi pagi!,keluhan_utama,"mual,muntah",1 hari, ,sedang,Gastritis,merasa mual muntah sejak tadi pagi,50,34,6
179,Badan saya terasa lemas dan tidak bertenaga beberapa hari ini.,keluhan_utama,lemas,3 hari, ,sedang,Diabetes,badan terasa lemas tidak bertenaga beberapa hari,62,48,7
180,"Gatal-gatal di kulit saya semakin parah, terutama di malam hari.",keluhan_utama,gatal, ,kulit,berat,Dermatitis,gatal gatal kulit semakin parah terutama malam hari,64,51,8
181,"Dada saya terasa sesak dan sulit bernapas, terutama saat berbaring.",keluhan_utama,sesak, ,dada,sedang,ISPA,dada terasa sesak sulit bernapas terutama saat berbaring,67,56,8
182,"Perut saya terasa nyeri seperti ditusuk-tusuk, sudah dua hari ini.",keluhan_utama,nyeri,2 hari,perut,sedang,Gastritis,perut terasa nyeri ditusuk tusuk sudah dua hari,66,47,8
183,"Tenggorokan saya sakit saat menelan, disertai batuk berdahak.",keluhan_utama,"batuk,sakit", ,tenggorokan,sedang,ISPA,tenggorokan sakit saat menelan disertai batuk berdahak,61,54,7
184,Saya demam tinggi sejak semalam dan menggigil terus.,keluhan_utama,demam,1 hari, ,sedang,Demam_Typhoid,demam tinggi sejak semalam menggigil terus,52,42,6
185,Kaki saya bengkak dan terasa sakit saat berjalan jauh.,keluhan_utama,"sakit,bengkak", ,kaki,sedang, ,kaki bengkak terasa sakit saat berjalan jauh,54,44,7
186,Penglihatan saya kabur dan berkunang-kunang belakangan ini?,keluhan_utama,berkunang, , ,sedang,Hipertensi,penglihatan kabur berkunang kunang belakangan,59,45,5
187,"Saya mengalami ruam gatal di kulit lengan, sudah sekitar seminggu.",keluhan_utama,"gatal,ruam",7 hari,lengan,sedang,Dermatitis,mengalami ruam gatal kulit lengan sudah sekitar seminggu,66,56,8
188,"Tekanan darah saya sering naik, terutama saat sedang banyak pikiran!",keluhan_utama, , , ,sedang, ,tekanan darah sering naik terutama saat sedang banyak pikiran,68,61,9
189,"Perut saya mulas dan terasa perih, terutama setelah makan pedas.",keluhan_utama,perih, ,perut,sedang,Gastritis,perut mulas terasa perih terutama setelah makan pedas,64,53,8
190,Sudah tiga hari ini saya pilek dan hidung tersumbat.,keluhan_utama,pilek,3 hari,hidung,sedang,ISPA,sudah tiga hari pilek hidung tersumbat,52,38,6
191,"Saya merasa sesak napas, terutama saat beraktivitas berat.",keluhan_utama,sesak, , ,sedang,ISPA,merasa sesak napas terutama saat beraktivitas berat,58,51,7
192,"Kaki saya bengkak, terutama di bagian pergelangan kaki.",keluhan_utama,bengkak, ,kaki,sedang, ,kaki bengkak terutama bagian pergelangan kaki,55,45,6
193,Mata saya terasa perih dan berair sejak kemarin.,keluhan_utama,perih,1 hari,mata,sedang, ,mata terasa perih berair sejak kemarin,48,38,6
194,"Saya demam tinggi disertai menggigil sejak semalam, Dok!",keluhan_utama,demam,1 hari, ,sedang,Demam_Typhoid,demam tinggi disertai menggigil sejak semalam,56,45,6
195,Perut saya mulas dan sudah tiga kali buang air besar cair.,keluhan_utama, , ,perut,sedang,Gastritis,perut mulas sudah tiga kali buang air besar cair,58,48,9
196,Tenggorokan saya sakit saat menelan dan terasa kering.,keluhan_utama,sakit, ,tenggorokan,sedang,ISPA,tenggorokan sakit saat menelan terasa kering,54,44,6
197,"Kepala saya nyut-nyutan di bagian belakang, Dok.",keluhan_utama, , ,kepala,sedang, ,kepala nyut nyutan bagian belakang,48,34,5
198,Saya merasa sangat lelah dan sulit berkonsentrasi belakangan ini.,keluhan_utama, , , ,berat, ,merasa sangat lelah sulit berkonsentrasi belakangan,65,51,6
199,Lutut saya sakit saat berjalan dan ditekuk.,keluhan_utama,sakit, , ,sedang, ,lutut sakit saat berjalan ditekuk,43,33,5
200,Sudah seminggu ini saya susah tidur nyenyak.,keluhan_utama, ,7 hari, ,sedang, ,sudah seminggu susah tidur nyenyak,44,34,5
201,Saya mengalami gatal-gatal di kulit terutama di bagian lengan.,keluhan_utama,gatal, ,lengan,sedang,Dermatitis,mengalami gatal gatal kulit terutama bagian lengan,62,50,7
202,Sudah seminggu ini saya sesak napas dan batuk berdahak.,keluhan_utama,"batuk,sesak",7 hari, ,sedang,ISPA,sudah seminggu sesak napas batuk berdahak,55,41,6
203,Perut saya mulas dan sering buang air besar sejak semalam!,keluhan_utama, ,1 hari,perut,sedang,Gastritis,perut mulas sering buang air besar sejak semalam,58,48,8
204,"Tekanan darah saya sepertinya tinggi, kepala saya pusing sekali.",keluhan_utama,pusing, ,kepala,berat,Hipertensi,tekanan darah sepertinya tinggi kepala pusing sekali,64,52,7
205,Saya merasa sangat cemas dan sulit tidur beberapa hari ini.,keluhan_utama, ,3 hari, ,berat, ,merasa sangat cemas sulit tidur beberapa hari,59,45,7
206,"Lutut saya sakit sekali saat berjalan, sudah sekitar 3 bulan.",keluhan_utama,sakit, , ,berat, ,lutut sakit sekali saat berjalan sudah sekitar 3 bulan,61,54,9
207,"Penglihatan saya kabur akhir-akhir ini, terutama saat membaca.",keluhan_utama, , , ,sedang, ,penglihatan kabur akhir akhir terutama saat membaca,62,51,7
208,Saya merasa mual dan tidak nafsu makan sama sekali!,keluhan_utama,mual, , ,berat,Gastritis,merasa mual tidak nafsu makan sekali,51,36,6
209,Sudah seminggu ini saya merasa sesak napas dan batuk berdahak.,keluhan_utama,"batuk,sesak",7 hari, ,sedang,ISPA,sudah seminggu merasa sesak napas batuk berdahak,62,48,7
210,"Dokter, dada saya terasa nyeri seperti tertekan, terutama saat beraktivitas!",keluhan_utama,nyeri, ,dada,sedang, ,dada terasa nyeri tertekan terutama saat beraktivitas,76,53,7
211,Saya demam tinggi disertai sakit kepala hebat sejak kemarin sore.,keluhan_utama,"demam,sakit",1 hari,kepala,berat,Demam_Typhoid,demam tinggi disertai sakit kepala hebat sejak kemarin sore,65,59,9
212,"Perut saya mulas dan sering buang air besar, sudah lebih dari 5 kali hari ini.",keluhan_utama, , ,perut,sedang,Gastritis,perut mulas sering buang air besar sudah lebih 5 kali hari,78,58,11
213,Mata saya terasa kabur dan penglihatan jadi ganda belakangan ini.,keluhan_utama, , ,mata,sedang, ,mata terasa kabur penglihatan jadi ganda belakangan,65,51,7
214,"Kaki saya bengkak dan terasa berat, terutama setelah berdiri lama.",keluhan_utama,bengkak, ,kaki,sedang, ,kaki bengkak terasa berat terutama setelah berdiri lama,66,55,8
215,Saya merasa sangat cemas dan sulit tidur beberapa minggu terakhir ini.,keluhan_utama, ,21 hari, ,berat, ,merasa sangat cemas sulit tidur beberapa minggu terakhir,70,56,8
216,Demam saya naik turun sejak dua hari lalu.,keluhan_utama,demam,2 hari, ,sedang,Demam_Typhoid,demam naik turun sejak dua hari lalu,42,36,7
217,"Pilek dan hidung tersumbat sangat mengganggu, terutama di malam hari!",keluhan_utama,pilek, ,hidung,berat,ISPA,pilek hidung tersumbat sangat mengganggu terutama malam hari,69,60,8
218,"Perut bagian atas sakit dan perih setelah makan, kenapa ya?",keluhan_utama,"sakit,perih", ,perut,sedang,Gastritis,perut bagian atas sakit perih setelah makan kenapa,59,50,8
219,Sudah seminggu ini susah tidur nyenyak.,keluhan_utama, ,7 hari, ,sedang, ,sudah seminggu susah tidur nyenyak,39,34,5
220,"Badan lemas dan tidak bertenaga, padahal tidak banyak aktivitas.",keluhan_utama,lemas, , ,sedang,Diabetes,badan lemas tidak bertenaga padahal tidak banyak aktivitas,64,58,8
221,Saya merasa mual dan sering muntah setelah makan.,keluhan_utama,"mual,muntah", , ,sedang,Gastritis,merasa mual sering muntah setelah makan,49,39,6
222,Dada saya terasa sesak dan nyeri saat bernapas.,keluhan_utama,"sesak,nyeri", ,dada,sedang,ISPA,dada terasa sesak nyeri saat bernapas,47,37,6
223,Telinga saya berdenging dan pendengaran agak berkurang.,keluhan_utama,berdenging, ,telinga,ringan,Hipertensi,telinga berdenging pendengaran agak berkurang,55,45,5
224,"Saya mengalami diare hebat sejak tadi malam, sudah lebih dari 5 kali.",keluhan_utama,diare,1 hari, ,berat, ,mengalami diare hebat sejak tadi malam sudah lebih 5 kali,69,57,10
225,Lutut saya terasa sakit saat berjalan atau naik tangga.,keluhan_utama,sakit, , ,sedang, ,lutut terasa sakit saat berjalan naik tangga,55,44,7
226,Penglihatan saya buram dan berkunang-kunang akhir-akhir ini!,keluhan_utama,berkunang, , ,sedang,Hipertensi,penglihatan buram berkunang kunang akhir akhir,60,46,6
227,"Perut saya sakit melilit di bagian ulu hati, kira-kira sudah 4 jam.",keluhan_utama,sakit, ,ulu hati,sedang,Gastritis,perut sakit melilit bagian ulu hati kira kira sudah 4 jam,67,57,11
228,Badan saya terasa lemas dan pegal-pegal dari kemarin.,keluhan_utama,lemas,1 hari, ,sedang,Diabetes,badan terasa lemas pegal pegal kemarin,53,38,6
229,"Saya merasa mual dan sering sendawa, terutama setelah makan!",keluhan_utama,mual, , ,sedang,Gastritis,merasa mual sering sendawa terutama setelah makan,60,49,7
230,Sudah tiga hari ini tenggorokan saya sakit saat menelan.,keluhan_utama,sakit,3 hari,tenggorokan,sedang,ISPA,sudah tiga hari tenggorokan sakit saat menelan,56,46,7
231,Dada saya terasa berat dan sesak napas beberapa hari ini.,keluhan_utama,sesak,3 hari,dada,sedang,ISPA,dada terasa berat sesak napas beberapa hari,57,43,7
232,"Kepala saya nyut-nyutan sebelah kiri, disertai mual, Dok.",keluhan_utama,mual, ,kepala,sedang,Gastritis,kepala nyut nyutan sebelah kiri disertai mual,57,45,7
233,"Perut saya melilit dan diare sejak semalam, sudah bolak-balik ke toilet!",keluhan_utama,diare,1 hari,perut,sedang,Gastritis,perut melilit diare sejak semalam sudah bolak balik toilet,72,58,9
234,"Tekanan darah saya sering naik, terakhir di rumah 160/100.",keluhan_utama, , , ,sedang, ,tekanan darah sering naik terakhir rumah 160 100,58,48,8
235,"Saya batuk berdahak dan demam ringan, sudah lima hari.",keluhan_utama,"batuk,demam",5 hari, ,ringan,ISPA,batuk berdahak demam ringan sudah lima hari,54,43,7
236,"Lutut saya sakit saat ditekuk, terutama waktu naik tangga.",keluhan_utama,sakit, , ,sedang, ,lutut sakit saat ditekuk terutama waktu naik tangga,58,51,8
237,Sakit kepala saya terasa berdenyut-denyut di sebelah kiri sejak tadi pagi.,keluhan_utama,sakit,1 hari,kepala,sedang, ,sakit kepala terasa berdenyut denyut sebelah kiri sejak tadi pagi,74,65,10
238,"Badan saya demam dan menggigil sejak semalam, Dok.",keluhan_utama,demam,1 hari, ,sedang,Demam_Typhoid,badan demam menggigil sejak semalam,50,35,5
239,Gatal-gatal di kulit punggung saya semakin parah dan menyebar!,keluhan_utama,gatal, ,punggung,berat,Dermatitis,gatal gatal kulit punggung semakin parah menyebar,62,49,7
240,Perut saya mual dan terasa perih setelah makan pedas.,keluhan_utama,"mual,perih", ,perut,sedang,Gastritis,perut mual terasa perih setelah makan pedas,53,43,7
241,"Saya batuk berdahak sudah hampir dua minggu, tidak membaik.",keluhan_utama,batuk, , ,sedang,ISPA,batuk berdahak sudah hampir dua minggu tidak membaik,59,52,8
242,"Tekanan darah saya sepertinya naik lagi, kepala terasa berat.",keluhan_utama, , ,kepala,sedang, ,tekanan darah sepertinya naik lagi kepala terasa berat,61,54,8
243,"Lutut saya sakit sekali saat berjalan, sudah beberapa bulan ini.",keluhan_utama,sakit,90 hari, ,berat, ,lutut sakit sekali saat berjalan sudah beberapa bulan,64,53,8
244,Saya merasa cemas berlebihan dan sulit tidur belakangan ini.,keluhan_utama, , , ,sedang, ,merasa cemas berlebihan sulit tidur belakangan,60,46,6
245,"Badan saya terasa lemas dan pegal-pegal dari kemarin, Dok.",keluhan_utama,lemas,1 hari, ,sedang,Diabetes,badan terasa lemas pegal pegal kemarin,58,38,6
246,Sudah tiga hari ini saya pilek disertai hidung tersumbat!,keluhan_utama,pilek,3 hari,hidung,sedang,ISPA,sudah tiga hari pilek disertai hidung tersumbat,57,47,7
247,"Saya merasa mual dan perut saya terasa perih, terutama setelah makan.",keluhan_utama,"mual,perih", ,perut,sedang,Gastritis,merasa mual perut terasa perih terutama setelah makan,69,53,8
248,"Kulit saya gatal-gatal dan muncul ruam merah di lengan, sudah seminggu ini.",keluhan_utama,"gatal,ruam",7 hari,lengan,sedang,Dermatitis,kulit gatal gatal muncul ruam merah lengan sudah seminggu,75,57,9
249,Telinga saya berdenging dan pendengaran saya terasa agak berkurang.,keluhan_utama,berdenging, ,telinga,ringan,Hipertensi,telinga berdenging pendengaran terasa agak berkurang,67,52,6
250,"Saya demam tinggi dan menggigil sejak semalam, badan juga nyeri semua.",keluhan_utama,"demam,nyeri",1 hari, ,sedang,Demam_Typhoid,demam tinggi menggigil sejak semalam badan juga nyeri semua,70,59,9
251,"Saya sering buang air kecil, terutama malam hari, dan merasa sangat haus.",keluhan_utama,haus, , ,berat,Diabetes,sering buang air kecil terutama malam hari merasa sangat haus,73,61,10
252,Saya merasa sangat lemas dan demam sejak dua hari yang lalu.,keluhan_utama,"demam,lemas",2 hari, ,berat,Diabetes,merasa sangat lemas demam sejak dua hari lalu,60,45,8
253,"Saya sering buang air kecil, terutama pada malam hari, apakah ini normal?",keluhan_utama, , , ,sedang, ,sering buang air kecil terutama malam hari apakah normal,73,56,9
254,Telinga saya berdenging dan pendengaran saya terasa berkurang.,keluhan_utama,berdenging, ,telinga,sedang,Hipertensi,telinga berdenging pendengaran terasa berkurang,62,47,5
255,"Saya mengalami sakit kepala hebat di bagian belakang leher, sudah 3 hari ini!",keluhan_utama,sakit,3 hari,kepala,berat, ,mengalami sakit kepala hebat bagian belakang leher sudah 3 hari,77,63,10
256,Akhir-akhir ini saya sering mual dan muntah setelah makan.,keluhan_utama,"mual,muntah", , ,sedang,Gastritis,akhir akhir sering mual muntah setelah makan,58,44,7
257,"Penglihatan saya kabur dan mata saya terasa perih, terutama saat melihat layar.",keluhan_utama,perih, ,mata,sedang, ,penglihatan kabur mata terasa perih terutama saat melihat layar,79,63,9
258,Saya merasa sangat cemas dan seringkali sulit tidur.,keluhan_utama, , , ,berat, ,merasa sangat cemas seringkali sulit tidur,52,42,6
259,Saya mengalami demam tinggi disertai menggigil sejak semalam.,keluhan_utama,demam,1 hari, ,sedang,Demam_Typhoid,mengalami demam tinggi disertai menggigil sejak semalam,61,55,7
260,"Tenggorokan saya sakit saat menelan, rasanya seperti ada yang mengganjal.",keluhan_utama,sakit, ,tenggorokan,sedang,ISPA,tenggorokan sakit saat menelan rasanya mengganjal,73,49,6
261,Sudah tiga hari ini saya merasa mual dan sering muntah!,keluhan_utama,"mual,muntah",3 hari, ,sedang,Gastritis,sudah tiga hari merasa mual sering muntah,55,41,7
262,Kulit saya gatal-gatal dan muncul ruam merah di area lengan.,keluhan_utama,"gatal,ruam", ,lengan,sedang,Dermatitis,kulit gatal gatal muncul ruam merah area lengan,60,47,8
263,"Saya merasa sesak napas, terutama saat berbaring.",keluhan_utama,sesak, , ,sedang,ISPA,merasa sesak napas terutama saat berbaring,49,42,6
264,Perut saya terasa nyeri di bagian ulu hati setelah makan.,keluhan_utama,nyeri, ,ulu hati,sedang,Gastritis,perut terasa nyeri bagian ulu hati setelah makan,57,48,8
265,"Tekanan darah saya naik, kepala jadi pusing sekali.",keluhan_utama,pusing, ,kepala,berat,Hipertensi,tekanan darah naik kepala jadi pusing sekali,51,44,7
266,"Pilek saya tidak sembuh-sembuh, hidung tersumbat dan berair.",keluhan_utama,pilek, ,hidung,sedang,ISPA,pilek tidak sembuh sembuh hidung tersumbat berair,60,49,7
267,Kaki saya bengkak dan terasa berat saat berjalan.,keluhan_utama,bengkak, ,kaki,sedang, ,kaki bengkak terasa berat saat berjalan,49,39,6
268,"Tekanan darah saya tinggi, sering di atas 160/100 mmHg beberapa waktu belakangan ini.",keluhan_utama, , , ,sedang, ,tekanan darah tinggi sering atas 160 100 mmhg beberapa waktu belakangan,85,71,11
269,"Perut saya terasa nyeri seperti ditusuk-tusuk, terutama setelah makan pedas!",keluhan_utama,nyeri, ,perut,sedang,Gastritis,perut terasa nyeri ditusuk tusuk terutama setelah makan pedas,76,61,9
270,Sudah seminggu ini saya pilek dan hidung tersumbat.,keluhan_utama,pilek,7 hari,hidung,sedang,ISPA,sudah seminggu pilek hidung tersumbat,51,37,5
271,"Saya merasa sesak napas dan dada terasa berat, terutama saat beraktivitas.",keluhan_utama,sesak, ,dada,sedang,ISPA,merasa sesak napas dada terasa berat terutama saat beraktivitas,74,63,9
272,"Lutut saya sakit sekali saat berjalan, sudah sekitar 3 bulan ini.",keluhan_utama,sakit,90 hari, ,berat, ,lutut sakit sekali saat berjalan sudah sekitar 3 bulan,65,54,9
